Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
365,Agra,Achnera,Potato,Desi,FAQ,740,820,780,22-Jan-21
366,Agra,Achnera,Potato,Desi,FAQ,800,880,840,20-Jan-21
367,Agra,Achnera,Potato,Desi,FAQ,780,860,820,19-Jan-21
368,Agra,Achnera,Potato,Desi,FAQ,800,880,840,18-Jan-21
369,Agra,Achnera,Potato,Desi,FAQ,800,900,850,17-Jan-21
370,Agra,Achnera,Potato,Desi,FAQ,860,940,900,16-Jan-21
371,Agra,Achnera,Potato,Desi,FAQ,820,920,870,15-Jan-21
372,Agra,Achnera,Potato,Desi,FAQ,800,900,850,13-Jan-21
373,Agra,Achnera,Potato,Desi,FAQ,860,940,900,12-Jan-21
374,Agra,Achnera,Potato,Desi,FAQ,850,950,900,11-Jan-21
375,Agra,Achnera,Potato,Desi,FAQ,860,940,900,10-Jan-21
376,Agra,Achnera,Potato,Desi,FAQ,850,950,900,09-Jan-21
377,Agra,Achnera,Potato,Desi,FAQ,880,960,920,08-Jan-21
378,Agra,Achnera,Potato,Desi,FAQ,900,960,930,06-Jan-21
379,Agra,Achnera,Potato,Desi,FAQ,900,980,940,05-Jan-21
380,Agra,Achnera,Potato,Desi,FAQ,910,990,940,04-Jan-21
381,Agra,Achnera,Potato,Desi,FAQ,900,1000,950,03-Jan-21
382,Agra,Achnera,Potato,Desi,FAQ,900,1000,950,02-Jan-21
383,Agra,Achnera,Potato,Desi,FAQ,900,1000,950,01-Jan-21
384,Agra,Achnera,Potato,Desi,FAQ,900,1000,950,30-Dec-20
385,Agra,Achnera,Potato,Desi,FAQ,800,900,850,29-Dec-20
386,Agra,Achnera,Potato,Desi,FAQ,850,950,900,28-Dec-20
387,Agra,Achnera,Potato,Desi,FAQ,800,900,850,27-Dec-20
388,Agra,Achnera,Potato,Desi,FAQ,800,900,850,26-Dec-20
389,Agra,Achnera,Potato,Desi,FAQ,800,900,850,25-Dec-20
390,Agra,Achnera,Potato,Desi,FAQ,950,1050,1000,23-Dec-20
391,Agra,Achnera,Potato,Desi,FAQ,820,920,870,22-Dec-20
392,Agra,Achnera,Potato,Desi,FAQ,800,900,850,21-Dec-20
393,Agra,Achnera,Potato,Desi,FAQ,800,900,850,20-Dec-20
394,Agra,Achnera,Potato,Desi,FAQ,950,1050,1000,19-Dec-20
395,Agra,Achnera,Potato,Desi,FAQ,1000,1100,1050,18-Dec-20
396,Agra,Achnera,Potato,Desi,FAQ,1350,1450,1400,16-Dec-20
397,Agra,Achnera,Potato,Desi,FAQ,1400,1500,1450,15-Dec-20
398,Agra,Achnera,Potato,Desi,FAQ,1700,1800,1750,14-Dec-20
399,Agra,Achnera,Potato,Desi,FAQ,1700,1800,1750,13-Dec-20
400,Agra,Achnera,Potato,Desi,FAQ,1650,1750,1700,12-Dec-20
401,Agra,Achnera,Potato,Desi,FAQ,2000,2100,2050,11-Dec-20
402,Agra,Achnera,Potato,Desi,FAQ,2300,2400,2350,09-Dec-20
403,Agra,Achnera,Potato,Desi,FAQ,2350,2450,2400,08-Dec-20
404,Agra,Achnera,Potato,Desi,FAQ,2550,2650,2600,07-Dec-20
405,Agra,Achnera,Potato,Desi,FAQ,2650,2750,2700,06-Dec-20
406,Agra,Achnera,Potato,Desi,FAQ,2750,2850,2800,05-Dec-20
407,Agra,Achnera,Potato,Desi,FAQ,2800,2880,2840,04-Dec-20
408,Agra,Achnera,Potato,Desi,FAQ,2750,2850,2800,02-Dec-20
409,Agra,Achnera,Potato,Desi,FAQ,2840,2940,2890,01-Dec-20
410,Agra,Achnera,Potato,Desi,FAQ,2830,2930,2880,30-Nov-20
411,Agra,Achnera,Potato,Desi,FAQ,3750,3850,3800,29-Nov-20
412,Agra,Achnera,Potato,Desi,FAQ,2820,2900,2860,28-Nov-20
413,Agra,Achnera,Potato,Desi,FAQ,2830,2910,2870,27-Nov-20
414,Agra,Achnera,Potato,Desi,FAQ,2850,2950,2900,25-Nov-20
415,Agra,Achnera,Potato,Desi,FAQ,2850,2950,2900,24-Nov-20
416,Agra,Achnera,Potato,Desi,FAQ,2840,2920,2880,23-Nov-20
417,Agra,Achnera,Potato,Desi,FAQ,2820,2900,2860,22-Nov-20
418,Agra,Achnera,Potato,Desi,FAQ,2840,2920,2880,21-Nov-20
419,Agra,Achnera,Potato,Desi,FAQ,2850,2950,2900,20-Nov-20
420,Agra,Achnera,Potato,Desi,FAQ,2840,2920,2880,18-Nov-20
421,Agra,Achnera,Potato,Desi,FAQ,2800,2880,2840,17-Nov-20
422,Agra,Achnera,Potato,Desi,FAQ,2800,2880,2840,16-Nov-20
423,Agra,Achnera,Potato,Desi,FAQ,2800,2860,2830,15-Nov-20
424,Agra,Achnera,Potato,Desi,FAQ,2800,2860,2830,14-Nov-20
425,Agra,Achnera,Potato,Desi,FAQ,2800,2880,2840,13-Nov-20
426,Agra,Achnera,Potato,Desi,FAQ,2780,2860,2820,11-Nov-20
427,Agra,Achnera,Potato,Desi,FAQ,2750,2850,2800,10-Nov-20
428,Agra,Achnera,Potato,Desi,FAQ,2750,2850,2800,09-Nov-20
429,Agra,Achnera,Potato,Desi,FAQ,2750,2850,2800,08-Nov-20
430,Agra,Achnera,Potato,Desi,FAQ,2780,2860,2820,07-Nov-20
431,Agra,Achnera,Potato,Desi,FAQ,2750,2850,2800,06-Nov-20
432,Agra,Achnera,Potato,Desi,FAQ,2750,2850,2800,04-Nov-20
433,Agra,Achnera,Potato,Desi,FAQ,2750,2850,2800,03-Nov-20
434,Agra,Achnera,Potato,Desi,FAQ,2640,2720,2680,02-Nov-20
435,Agra,Achnera,Potato,Desi,FAQ,2740,2820,2780,01-Nov-20
436,Agra,Achnera,Potato,Desi,FAQ,2600,2700,2650,31-Oct-20
437,Agra,Achnera,Potato,Desi,FAQ,2600,2680,2640,30-Oct-20
438,Agra,Achnera,Potato,Desi,FAQ,2600,2700,2650,28-Oct-20
439,Agra,Achnera,Potato,Desi,FAQ,2700,2780,2740,27-Oct-20
440,Agra,Achnera,Potato,Desi,FAQ,2550,2650,2600,26-Oct-20
441,Agra,Achnera,Potato,Desi,FAQ,2550,2650,2600,25-Oct-20
442,Agra,Achnera,Potato,Desi,FAQ,2550,2650,2600,24-Oct-20
443,Agra,Achnera,Potato,Desi,FAQ,2500,2580,2540,23-Oct-20
444,Agra,Achnera,Potato,Desi,FAQ,2500,2600,2550,21-Oct-20
445,Agra,Achnera,Potato,Desi,FAQ,2500,2600,2550,20-Oct-20
446,Agra,Achnera,Potato,Desi,FAQ,2450,2550,2500,19-Oct-20
447,Agra,Achnera,Potato,Desi,FAQ,2450,2550,2500,18-Oct-20
448,Agra,Achnera,Potato,Desi,FAQ,2450,2550,2500,17-Oct-20
449,Agra,Achnera,Potato,Desi,FAQ,2450,2550,2500,16-Oct-20
450,Agra,Achnera,Potato,Desi,FAQ,2400,2500,2450,14-Oct-20
451,Agra,Achnera,Potato,Desi,FAQ,2500,2560,2530,13-Oct-20
452,Agra,Achnera,Potato,Desi,FAQ,2500,2580,2540,12-Oct-20
453,Agra,Achnera,Potato,Desi,FAQ,2500,2580,2540,11-Oct-20
454,Agra,Achnera,Potato,Desi,FAQ,2500,2560,2530,10-Oct-20
455,Agra,Achnera,Potato,Desi,FAQ,2470,2530,2500,07-Oct-20
456,Agra,Achnera,Potato,Desi,FAQ,2480,2560,2520,06-Oct-20
457,Agra,Achnera,Potato,Desi,FAQ,2500,2580,2540,05-Oct-20
458,Agra,Achnera,Potato,Desi,FAQ,2460,2540,2500,04-Oct-20
459,Agra,Achnera,Potato,Desi,FAQ,2400,2500,2450,03-Oct-20
460,Agra,Achnera,Potato,Desi,FAQ,2400,2500,2450,02-Oct-20
461,Agra,Achnera,Potato,Desi,FAQ,2420,2500,2460,30-Sep-20
462,Agra,Achnera,Potato,Desi,FAQ,2400,2500,2450,29-Sep-20
463,Agra,Achnera,Potato,Desi,FAQ,2400,2480,2440,28-Sep-20
464,Agra,Achnera,Potato,Desi,FAQ,2380,2460,2420,27-Sep-20
465,Agra,Achnera,Potato,Desi,FAQ,2300,2400,2350,26-Sep-20
466,Agra,Achnera,Potato,Desi,FAQ,2350,2450,2400,25-Sep-20
467,Agra,Achnera,Potato,Desi,FAQ,2270,2350,2310,23-Sep-20
468,Agra,Achnera,Potato,Desi,FAQ,2280,2360,2320,22-Sep-20
469,Agra,Achnera,Potato,Desi,FAQ,2250,2350,2300,21-Sep-20
470,Agra,Achnera,Potato,Desi,FAQ,2200,2300,2250,20-Sep-20
471,Agra,Achnera,Potato,Desi,FAQ,2240,2340,2290,19-Sep-20
472,Agra,Achnera,Potato,Desi,FAQ,2200,2350,2250,18-Sep-20
473,Agra,Achnera,Potato,Desi,FAQ,2200,2300,2250,16-Sep-20
474,Agra,Achnera,Potato,Desi,FAQ,2150,2250,2200,15-Sep-20
475,Agra,Achnera,Potato,Desi,FAQ,2100,2200,2150,14-Sep-20
476,Agra,Achnera,Potato,Desi,FAQ,2050,2150,2100,13-Sep-20
477,Agra,Achnera,Potato,Desi,FAQ,2060,2140,2100,12-Sep-20
478,Agra,Achnera,Potato,Desi,FAQ,2050,2150,2100,11-Sep-20
479,Agra,Achnera,Potato,Potato,FAQ,2050,2150,2100,10-Sep-20
480,Agra,Achnera,Potato,Desi,FAQ,2030,2130,2080,09-Sep-20
481,Agra,Achnera,Potato,Desi,FAQ,2020,2120,2080,08-Sep-20
482,Agra,Achnera,Potato,Desi,FAQ,2020,2100,2060,07-Sep-20
483,Agra,Achnera,Potato,Desi,FAQ,2000,2060,2030,05-Sep-20
484,Agra,Achnera,Potato,Desi,FAQ,1970,2030,2000,04-Sep-20
485,Agra,Achnera,Potato,Desi,FAQ,2010,2090,2050,03-Sep-20
486,Agra,Achnera,Potato,Desi,FAQ,2000,2080,2040,02-Sep-20
487,Agra,Achnera,Potato,Desi,FAQ,1950,2050,2000,01-Sep-20
488,Agra,Achnera,Potato,Desi,FAQ,2020,2100,2060,31-Aug-20
489,Agra,Achnera,Potato,Desi,FAQ,2000,2080,2040,30-Aug-20
490,Agra,Achnera,Potato,Desi,FAQ,2000,2100,2050,29-Aug-20
491,Agra,Achnera,Potato,Desi,FAQ,2000,2100,2050,28-Aug-20
492,Agra,Achnera,Potato,Desi,FAQ,2040,2120,2080,26-Aug-20
493,Agra,Achnera,Potato,Desi,FAQ,2000,2100,2050,25-Aug-20
494,Agra,Achnera,Potato,Desi,FAQ,1930,2030,1980,24-Aug-20
495,Agra,Achnera,Potato,Desi,FAQ,1940,2020,1980,23-Aug-20
496,Agra,Achnera,Potato,Desi,FAQ,1930,2010,1970,22-Aug-20
497,Agra,Achnera,Potato,Desi,FAQ,1920,2000,1960,21-Aug-20
498,Agra,Achnera,Potato,Desi,FAQ,1900,1960,1930,19-Aug-20
499,Agra,Achnera,Potato,Desi,FAQ,1930,2030,1980,18-Aug-20
500,Agra,Achnera,Potato,Desi,FAQ,1900,1960,1930,17-Aug-20
501,Agra,Achnera,Potato,Desi,FAQ,1900,1960,1930,16-Aug-20
502,Agra,Achnera,Potato,Desi,FAQ,1900,1960,1930,15-Aug-20
503,Agra,Achnera,Potato,Desi,FAQ,1900,1980,1940,14-Aug-20
504,Agra,Achnera,Potato,Desi,FAQ,1870,1930,1900,12-Aug-20
505,Agra,Achnera,Potato,Desi,FAQ,1880,1960,1920,11-Aug-20
506,Agra,Achnera,Potato,Desi,FAQ,1900,1940,1920,10-Aug-20
507,Agra,Achnera,Potato,Desi,FAQ,1800,1880,1840,09-Aug-20
508,Agra,Achnera,Potato,Desi,FAQ,1840,1920,1880,08-Aug-20
509,Agra,Achnera,Potato,Desi,FAQ,1870,1930,1900,07-Aug-20
510,Agra,Achnera,Potato,Desi,FAQ,1860,1940,1900,05-Aug-20
511,Agra,Achnera,Potato,Desi,FAQ,1850,1930,1890,04-Aug-20
512,Agra,Achnera,Potato,Desi,FAQ,1860,1940,1900,03-Aug-20
513,Agra,Achnera,Potato,Desi,FAQ,1850,1930,1890,02-Aug-20
514,Agra,Achnera,Potato,Desi,FAQ,1830,1930,1880,01-Aug-20
515,Agra,Achnera,Potato,Desi,FAQ,1820,1900,1860,31-Jul-20
516,Agra,Achnera,Potato,Desi,FAQ,1800,1880,1840,27-Jul-20
517,Agra,Achnera,Potato,Desi,FAQ,1800,1880,1840,26-Jul-20
518,Agra,Achnera,Potato,Desi,FAQ,1800,1840,1820,25-Jul-20
519,Agra,Achnera,Potato,Desi,FAQ,1800,1880,1840,24-Jul-20
520,Agra,Achnera,Potato,Desi,FAQ,1750,1850,1800,22-Jul-20
521,Agra,Achnera,Potato,Desi,FAQ,1840,1920,1880,21-Jul-20
522,Agra,Achnera,Potato,Desi,FAQ,1800,1880,1840,20-Jul-20
523,Agra,Achnera,Potato,Desi,FAQ,1760,1840,1800,19-Jul-20
524,Agra,Achnera,Potato,Desi,FAQ,1760,1820,1790,18-Jul-20
525,Agra,Achnera,Potato,Desi,FAQ,1750,1850,1800,17-Jul-20
526,Agra,Achnera,Potato,Desi,FAQ,1700,1750,1725,15-Jul-20
527,Agra,Achnera,Potato,Desi,FAQ,1720,1820,1770,14-Jul-20
528,Agra,Achnera,Potato,Desi,FAQ,1730,1830,1780,13-Jul-20
529,Agra,Achnera,Potato,Desi,FAQ,1650,1710,1680,10-Jul-20
530,Agra,Achnera,Potato,Desi,FAQ,1580,1650,1620,08-Jul-20
531,Agra,Achnera,Potato,Desi,FAQ,1550,1650,1600,07-Jul-20
532,Agra,Achnera,Potato,Desi,FAQ,1520,1600,1560,06-Jul-20
533,Agra,Achnera,Potato,Desi,FAQ,1500,1580,1540,05-Jul-20
534,Agra,Achnera,Potato,Desi,FAQ,1500,1600,1550,04-Jul-20
535,Agra,Achnera,Potato,Desi,FAQ,1470,1530,1500,03-Jul-20
536,Agra,Achnera,Potato,Desi,FAQ,1440,1530,1490,01-Jul-20
537,Agra,Achnera,Potato,Desi,FAQ,1430,1490,1460,30-Jun-20
538,Agra,Achnera,Potato,Desi,FAQ,1430,1500,1470,29-Jun-20
539,Agra,Achnera,Potato,Desi,FAQ,1410,1490,1450,28-Jun-20
540,Agra,Achnera,Potato,Desi,FAQ,1400,1480,1440,27-Jun-20
541,Agra,Achnera,Potato,Desi,FAQ,1430,1500,1470,26-Jun-20
542,Agra,Achnera,Potato,Desi,FAQ,1440,1510,1480,24-Jun-20
543,Agra,Achnera,Potato,Desi,FAQ,1430,1530,1480,23-Jun-20
544,Agra,Achnera,Potato,Desi,FAQ,1480,1560,1520,22-Jun-20
545,Agra,Achnera,Potato,Desi,FAQ,1450,1550,1500,21-Jun-20
546,Agra,Achnera,Potato,Desi,FAQ,1400,1500,1450,20-Jun-20
547,Agra,Achnera,Potato,Desi,FAQ,1420,1480,1450,19-Jun-20
548,Agra,Achnera,Potato,Desi,FAQ,1450,1500,1480,17-Jun-20
549,Agra,Achnera,Potato,Desi,FAQ,1400,1480,1440,16-Jun-20
550,Agra,Achnera,Potato,Desi,FAQ,1400,1480,1440,15-Jun-20
551,Agra,Achnera,Potato,Desi,FAQ,1400,1480,1440,14-Jun-20
552,Agra,Achnera,Potato,Desi,FAQ,1400,1480,1440,13-Jun-20
553,Agra,Achnera,Potato,Desi,FAQ,1400,1460,1430,12-Jun-20
554,Agra,Achnera,Potato,Desi,FAQ,1400,1480,1440,10-Jun-20
555,Agra,Achnera,Potato,Desi,FAQ,1400,1460,1430,09-Jun-20
556,Agra,Achnera,Potato,Desi,FAQ,1380,1460,1420,08-Jun-20
557,Agra,Achnera,Potato,Desi,FAQ,1350,1450,1400,07-Jun-20
558,Agra,Achnera,Potato,Desi,FAQ,1370,1430,1400,06-Jun-20
559,Agra,Achnera,Potato,Desi,FAQ,1360,1440,1400,05-Jun-20
560,Agra,Achnera,Potato,Desi,FAQ,1340,1400,1370,03-Jun-20
561,Agra,Achnera,Potato,Desi,FAQ,1320,1400,1360,02-Jun-20
562,Agra,Achnera,Potato,Desi,FAQ,1330,1400,1370,01-Jun-20
563,Agra,Achnera,Potato,Desi,FAQ,1320,1380,1350,31-May-20
564,Agra,Achnera,Potato,Desi,FAQ,1300,1380,1340,30-May-20
565,Agra,Achnera,Potato,Desi,FAQ,1300,1370,1335,29-May-20
566,Agra,Achnera,Potato,Desi,FAQ,1300,1380,1340,27-May-20
567,Agra,Achnera,Potato,Desi,FAQ,1320,1380,1350,26-May-20
568,Agra,Achnera,Potato,Desi,FAQ,1300,1380,1340,25-May-20
569,Agra,Achnera,Potato,Desi,FAQ,1300,1360,1330,24-May-20
570,Agra,Achnera,Potato,Desi,FAQ,1300,1390,1345,23-May-20
571,Agra,Achnera,Potato,Desi,FAQ,1300,1380,1340,22-May-20
572,Agra,Achnera,Potato,Desi,FAQ,1240,1340,1290,20-May-20
573,Agra,Achnera,Potato,Desi,FAQ,1200,1260,1230,19-May-20
574,Agra,Achnera,Potato,Desi,FAQ,1200,1280,1240,18-May-20
575,Agra,Achnera,Potato,Desi,FAQ,1200,1280,1240,17-May-20
576,Agra,Achnera,Potato,Desi,FAQ,1330,1390,1360,16-May-20
577,Agra,Achnera,Potato,Desi,FAQ,1280,1380,1320,15-May-20
578,Agra,Achnera,Potato,Desi,FAQ,1270,1370,1320,13-May-20
579,Agra,Achnera,Potato,Desi,FAQ,1270,1350,1310,12-May-20
580,Agra,Achnera,Potato,Desi,FAQ,1260,1340,1300,11-May-20
581,Agra,Achnera,Potato,Desi,FAQ,1240,1340,1290,10-May-20
582,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,09-May-20
583,Agra,Achnera,Potato,Desi,FAQ,1220,1320,1270,08-May-20
584,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,06-May-20
585,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,05-May-20
586,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,04-May-20
587,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,03-May-20
588,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,02-May-20
589,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,01-May-20
590,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,29-Apr-20
591,Agra,Achnera,Potato,Desi,FAQ,1300,1380,1340,28-Apr-20
592,Agra,Achnera,Potato,Desi,FAQ,1300,1400,1350,27-Apr-20
593,Agra,Achnera,Potato,Desi,FAQ,1280,1380,1330,25-Apr-20
594,Agra,Achnera,Potato,Desi,FAQ,1300,1400,1350,24-Apr-20
595,Agra,Achnera,Potato,Desi,FAQ,1300,1400,1350,23-Apr-20
596,Agra,Achnera,Potato,Desi,FAQ,1280,1340,1310,22-Apr-20
597,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,21-Apr-20
598,Agra,Achnera,Potato,Desi,FAQ,1200,1320,1260,20-Apr-20
599,Agra,Achnera,Potato,Desi,FAQ,1220,1320,1270,19-Apr-20
600,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,18-Apr-20
601,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,17-Apr-20
602,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,15-Apr-20
603,Agra,Achnera,Potato,Desi,FAQ,1150,1250,1200,14-Apr-20
604,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,13-Apr-20
605,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,12-Apr-20
606,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,11-Apr-20
607,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,10-Apr-20
608,Agra,Achnera,Potato,Desi,FAQ,1230,1350,1290,08-Apr-20
609,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,07-Apr-20
610,Agra,Achnera,Potato,Desi,FAQ,1150,1250,1200,06-Apr-20
611,Agra,Achnera,Potato,Desi,FAQ,1100,1200,1150,05-Apr-20
612,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,04-Apr-20
613,Agra,Achnera,Potato,Desi,FAQ,1150,1250,1200,03-Apr-20
614,Agra,Achnera,Potato,Desi,FAQ,1150,1250,1200,01-Apr-20
615,Agra,Achnera,Potato,Desi,FAQ,1150,1250,1200,31-Mar-20
616,Agra,Achnera,Potato,Desi,FAQ,1150,1250,1200,30-Mar-20
617,Agra,Achnera,Potato,Desi,FAQ,1150,1250,1200,29-Mar-20
618,Agra,Achnera,Potato,Desi,FAQ,1150,1250,1200,28-Mar-20
619,Agra,Achnera,Potato,Desi,FAQ,1300,1400,1350,27-Mar-20
620,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,25-Mar-20
621,Agra,Achnera,Potato,Desi,FAQ,1150,1250,1200,24-Mar-20
622,Agra,Achnera,Potato,Desi,FAQ,1150,1250,1200,23-Mar-20
623,Agra,Achnera,Potato,Desi,FAQ,1150,1250,1200,22-Mar-20
624,Agra,Achnera,Potato,Desi,FAQ,1150,1250,1200,21-Mar-20
625,Agra,Achnera,Potato,Desi,FAQ,1200,1260,1230,20-Mar-20
626,Agra,Achnera,Potato,Desi,FAQ,1150,1250,1200,18-Mar-20
627,Agra,Achnera,Potato,Desi,FAQ,1140,1220,1180,17-Mar-20
628,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,16-Mar-20
629,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,15-Mar-20
630,Agra,Achnera,Potato,Desi,FAQ,1180,1260,1220,14-Mar-20
631,Agra,Achnera,Potato,Desi,FAQ,1180,1240,1210,13-Mar-20
632,Agra,Achnera,Potato,Desi,FAQ,1050,1150,1100,09-Mar-20
633,Agra,Achnera,Potato,Desi,FAQ,1050,1150,1100,08-Mar-20
634,Agra,Achnera,Potato,Desi,FAQ,1050,1150,1100,07-Mar-20
635,Agra,Achnera,Potato,Desi,FAQ,900,1000,950,06-Mar-20
636,Agra,Achnera,Potato,Desi,FAQ,800,900,850,04-Mar-20
637,Agra,Achnera,Potato,Desi,FAQ,800,900,850,03-Mar-20
638,Agra,Achnera,Potato,Desi,FAQ,800,880,840,02-Mar-20
639,Agra,Achnera,Potato,Desi,FAQ,800,880,840,01-Mar-20
640,Agra,Achnera,Potato,Desi,FAQ,820,900,860,29-Feb-20
641,Agra,Achnera,Potato,Desi,FAQ,800,900,850,28-Feb-20
642,Agra,Achnera,Potato,Desi,FAQ,860,940,900,26-Feb-20
643,Agra,Achnera,Potato,Desi,FAQ,840,900,870,25-Feb-20
644,Agra,Achnera,Potato,Desi,FAQ,860,900,880,24-Feb-20
645,Agra,Achnera,Potato,Desi,FAQ,840,910,870,23-Feb-20
646,Agra,Achnera,Potato,Desi,FAQ,840,920,880,22-Feb-20
647,Agra,Achnera,Potato,Desi,FAQ,900,960,930,21-Feb-20
648,Agra,Achnera,Potato,Desi,FAQ,900,960,930,19-Feb-20
649,Agra,Achnera,Potato,Desi,FAQ,900,960,930,18-Feb-20
650,Agra,Achnera,Potato,Desi,FAQ,870,950,910,17-Feb-20
651,Agra,Achnera,Potato,Desi,FAQ,880,980,930,16-Feb-20
652,Agra,Achnera,Potato,Desi,FAQ,850,950,900,15-Feb-20
653,Agra,Achnera,Potato,Desi,FAQ,880,960,920,14-Feb-20
654,Agra,Achnera,Potato,Desi,FAQ,900,980,940,12-Feb-20
655,Agra,Achnera,Potato,Desi,FAQ,900,1000,950,11-Feb-20
656,Agra,Achnera,Potato,Desi,FAQ,920,1000,960,10-Feb-20
657,Agra,Achnera,Potato,Desi,FAQ,940,1000,970,09-Feb-20
658,Agra,Achnera,Potato,Desi,FAQ,900,1000,950,08-Feb-20
659,Agra,Achnera,Potato,Desi,FAQ,940,1010,970,07-Feb-20
660,Agra,Achnera,Potato,Desi,FAQ,940,1020,980,05-Feb-20
661,Agra,Achnera,Potato,Desi,FAQ,900,960,930,04-Feb-20
662,Agra,Achnera,Potato,Desi,FAQ,940,1020,980,03-Feb-20
663,Agra,Achnera,Potato,Desi,FAQ,1000,1080,1040,02-Feb-20
664,Agra,Achnera,Potato,Desi,FAQ,1000,1100,1050,01-Feb-20
665,Agra,Achnera,Potato,Desi,FAQ,1100,1180,1140,31-Jan-20
666,Agra,Achnera,Potato,Desi,FAQ,1200,1280,1240,29-Jan-20
667,Agra,Achnera,Potato,Desi,FAQ,1200,1280,1240,28-Jan-20
668,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,27-Jan-20
669,Agra,Achnera,Potato,Desi,FAQ,1200,1280,1240,25-Jan-20
670,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,24-Jan-20
671,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1240,22-Jan-20
672,Agra,Achnera,Potato,Desi,FAQ,1220,1300,1260,21-Jan-20
673,Agra,Achnera,Potato,Desi,FAQ,1220,1300,1260,20-Jan-20
674,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,19-Jan-20
675,Agra,Achnera,Potato,Desi,FAQ,1200,1260,1230,18-Jan-20
676,Agra,Achnera,Potato,Desi,FAQ,1200,1260,1230,17-Jan-20
677,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,15-Jan-20
678,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,14-Jan-20
679,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,13-Jan-20
680,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,12-Jan-20
681,Agra,Achnera,Potato,Desi,FAQ,1220,1320,1260,11-Jan-20
682,Agra,Achnera,Potato,Desi,FAQ,1220,1300,1260,10-Jan-20
683,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,08-Jan-20
684,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,07-Jan-20
685,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,06-Jan-20
686,Agra,Achnera,Potato,Desi,FAQ,1280,1360,1320,05-Jan-20
687,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,04-Jan-20
688,Agra,Achnera,Potato,Desi,FAQ,1300,1400,1350,03-Jan-20
689,Agra,Achnera,Potato,Desi,FAQ,1300,1400,1350,01-Jan-20
690,Agra,Achnera,Potato,Desi,FAQ,1300,1400,1350,31-Dec-19
691,Agra,Achnera,Potato,Desi,FAQ,1300,1380,1340,30-Dec-19
692,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,29-Dec-19
693,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,28-Dec-19
694,Agra,Achnera,Potato,Desi,FAQ,1300,1360,1330,27-Dec-19
695,Agra,Achnera,Potato,Desi,FAQ,1300,1400,1350,25-Dec-19
696,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,24-Dec-19
697,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,23-Dec-19
698,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,22-Dec-19
699,Agra,Achnera,Potato,Desi,FAQ,1300,1400,1350,21-Dec-19
700,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,20-Dec-19
701,Agra,Achnera,Potato,Desi,FAQ,1250,1350,1300,18-Dec-19
702,Agra,Achnera,Potato,Desi,FAQ,1200,1300,1250,17-Dec-19
703,Agra,Achnera,Potato,Desi,FAQ,900,980,940,16-Dec-19
704,Agra,Achnera,Potato,Desi,FAQ,900,1000,950,15-Dec-19
705,Agra,Achnera,Potato,Desi,FAQ,900,980,940,14-Dec-19
706,Agra,Achnera,Potato,Desi,FAQ,870,930,900,13-Dec-19
707,Agra,Achnera,Potato,Desi,FAQ,980,1060,1020,11-Dec-19
708,Agra,Achnera,Potato,Desi,FAQ,900,940,920,10-Dec-19
709,Agra,Achnera,Potato,Desi,FAQ,880,940,910,09-Dec-19
